replica	analysis	section	series	kind	coordinate	coordinate_y	value	unit	coordinate_unit	source
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.58		167.86724	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.6		162.92556	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.62		166.85246	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.64		163.68709	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.66		162.48698	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.68		166.48541	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.7		163.43211	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.72		162.45618	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.74		163.00175	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.76		162.05344	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.78		162.29415	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.8		163.47296	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.82		164.38534	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.84		165.33887	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.86		166.28472	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.88		164.64958	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.9		165.10532	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.92		167.09607	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.94		163.7337	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.96		163.03639	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	0.98		164.92336	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1		163.71794	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.02		166.68499	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.04		165.74967	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.06		168.25317	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.08		161.64572	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.1		167.50465	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.12		170.5923	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.14		167.86243	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.16		171.8732	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.18		166.88009	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.2		172.01054	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.22		170.10957	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.24		173.10971	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.26		172.03976	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.28		171.49146	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.3		170.77533	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.32		179.30102	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.34		174.41146	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.36		173.11131	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.38		177.63147	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.4		177.36278	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.42		179.0365	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.44		176.20159	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.46		178.66937	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.48		179.35839	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.5		177.54157	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.52		-177.98913	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.54		-177.44687	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.56		-175.52227	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.58		-175.61657	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.6		-175.49734	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.62		-178.0145	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.64		-174.32937	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.66		-174.5207	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.68		-175.14272	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.7		-173.60915	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.72		-172.70397	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.74		-172.55311	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.76		-173.84753	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.78		-170.80653	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.8		-174.02296	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.82		-172.43254	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.84		-174.03807	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.86		-170.01015	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.88		-174.23216	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.9		-172.46393	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.92		-173.26014	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.94		-173.87085	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.96		-173.58779	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	1.98		-172.63594	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2		-175.81941	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.02		-173.29151	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.04		-174.03756	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.06		-170.90921	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.08		-175.14607	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.1		-176.22148	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.12		-177.77639	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.14		-177.50582	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.16		-175.67724	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.18		-178.13779	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.2		-176.69033	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.22		-176.70293	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.24		177.95728	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.26		177.32214	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.28		174.83979	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.3		177.93251	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.32		176.0678	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.34		174.03175	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.36		175.8465	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.38		174.84559	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.4		174.93845	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.42		172.49706	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.44		173.98976	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.46		171.60712	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.48		170.3789	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.5		171.38211	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.52		172.20963	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.54		168.827	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.56		169.26541	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.58		170.86572	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.6		164.74767	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.62		166.15158	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.64		164.73919	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.66		166.52923	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.68		165.41625	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.7		164.3733	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.72		162.93987	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.74		166.27608	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.76		160.62385	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.78		164.48202	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.8		162.63532	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.82		166.24939	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.84		165.84624	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.86		161.11531	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.88		161.15087	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.9		163.7611	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.92		166.80312	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.94		159.9341	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.96		162.96265	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	2.98		163.0071	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3		166.90469	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.02		167.30365	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.04		163.67458	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.06		169.44131	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.08		165.05774	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.1		165.00939	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.12		163.71403	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.14		168.28272	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.16		167.67137	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.18		165.73147	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.2		169.86862	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.22		169.29145	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.24		169.70991	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.26		169.2115	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.28		169.07737	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.3		175.2001	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.32		174.51219	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.34		178.91475	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.36		172.82461	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.38		-179.60028	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.4		176.7778	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.42		178.852	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.44		178.95901	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.46		175.705	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.48		178.31717	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.5		-178.75691	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.52		-179.20836	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.54		179.11726	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.56		-178.70611	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.58		-179.73853	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.6		-177.41202	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.62		-173.42938	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.64		-175.62388	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.66		-174.62863	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.68		-173.82786	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.7		-174.89278	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.72		-175.78319	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.74		-171.6213	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.76		-171.60301	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	timeseries	3.78		-173.57843	degree	time (ns)	raw/SYNTHETIC_replica_2/torsion.dat
