replica	analysis	section	series	unit	bin_left	bin_right	count	n_finite	probability	probability_density	geometry
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-180	-170	106	300	0.3533333333	0.03533333333	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-170	-160	3	300	0.01	0.001	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-160	-150	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-150	-140	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-140	-130	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-130	-120	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-120	-110	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-110	-100	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-100	-90	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-90	-80	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-80	-70	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-70	-60	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-60	-50	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-50	-40	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-40	-30	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-30	-20	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-20	-10	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-10	0	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	0	10	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	10	20	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	20	30	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	30	40	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	40	50	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	50	60	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	60	70	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	70	80	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	80	90	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	90	100	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	100	110	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	110	120	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	120	130	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	130	140	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	140	150	0	300	0	0	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	150	160	2	300	0.006666666667	0.0006666666667	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	160	170	109	300	0.3633333333	0.03633333333	circular
SYNTHETIC_replica_1	SYNTHETIC torsion	protein residue 12	Phi_12	degree	170	180	80	300	0.2666666667	0.02666666667	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-180	-170	84	240	0.35	0.035	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-170	-160	1	240	0.004166666667	0.0004166666667	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-160	-150	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-150	-140	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-140	-130	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-130	-120	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-120	-110	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-110	-100	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-100	-90	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-90	-80	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-80	-70	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-70	-60	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-60	-50	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-50	-40	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-40	-30	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-30	-20	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-20	-10	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-10	0	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	0	10	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	10	20	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	20	30	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	30	40	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	40	50	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	50	60	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	60	70	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	70	80	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	80	90	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	90	100	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	100	110	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	110	120	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	120	130	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	130	140	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	140	150	0	240	0	0	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	150	160	1	240	0.004166666667	0.0004166666667	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	160	170	84	240	0.35	0.035	circular
SYNTHETIC_replica_2	SYNTHETIC torsion	protein residue 12	Phi_12	degree	170	180	70	240	0.2916666667	0.02916666667	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-180	-170	101	360	0.2805555556	0.02805555556	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-170	-160	1	360	0.002777777778	0.0002777777778	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-160	-150	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-150	-140	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-140	-130	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-130	-120	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-120	-110	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-110	-100	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-100	-90	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-90	-80	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-80	-70	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-70	-60	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-60	-50	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-50	-40	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-40	-30	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-30	-20	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-20	-10	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	-10	0	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	0	10	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	10	20	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	20	30	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	30	40	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	40	50	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	50	60	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	60	70	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	70	80	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	80	90	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	90	100	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	100	110	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	110	120	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	120	130	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	130	140	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	140	150	0	360	0	0	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	150	160	2	360	0.005555555556	0.0005555555556	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	160	170	151	360	0.4194444444	0.04194444444	circular
SYNTHETIC_replica_3	SYNTHETIC torsion	protein residue 12	Phi_12	degree	170	180	105	360	0.2916666667	0.02916666667	circular
